MovieID,startYear,Western,Drama,Sci-Fi,Adventure,Children's,Horror,Film-Noir,Fantasy,Animation,Action,Crime,Thriller,Documentary,War,Musical,Comedy,Mystery,Romance,isAdult,runtimeMinutes,averageRating,numVotes,PosterUrl,originalTitle
1193,1975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,133,8.7,978624,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MzAwMzc1N15BMl5BanBnXkFtZTcwMjA4NjA3MQ@@..jpg,One Flew Over the Cuckoo's Nest
1246,1989,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,128,8.1,468293,https://images-na.ssl-images-amazon.com/images/M/MV5BM2NlODBjNWQtMDUwNC00MjAzLWFhMWYtNGFiMDliNWY5Y2M5XkEyXkFqcGdeQXVyMDEwMjgxNg@@..jpg,Dead Poets Society
1270,1985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,116,8.6,1153192,https://images-na.ssl-images-amazon.com/images/M/MV5BYTgwMzQwZjMtNzA2MC00YTM5LWIyNDgtNWM4NjVkYWU2NzkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Back to the Future
1545,1996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97,7.5,4509,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMzU0MzI0OF5BMl5BanBnXkFtZTcwMjI3MzMyMQ@@..jpg,Ponette
1566,1997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,93,7.3,223459,https://images-na.ssl-images-amazon.com/images/M/MV5BNzYyODI2YjYtOGU0ZC00MzQ4LTgzZTMtZTdhYWExYmVlZjdjXkEyXkFqcGdeQXVyNTY4NjI2OTA@..jpg,Hercules
17,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,136,7.7,113019,https://images-na.ssl-images-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Sense and Sensibility
34,1995,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,91,6.9,123503,https://images-na.ssl-images-amazon.com/images/M/MV5BYjEwZDUyODktOGVmOC00ZjIyLTlmM2YtZDZjY2Y2ZWE4ZjMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Babe
266,1994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,133,7.5,161322,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MzU5MjMyNF5BMl5BanBnXkFtZTYwOTUzMjc4..jpg,Legends of the Fall
296,1994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,154,8.9,1972078,https://images-na.ssl-images-amazon.com/images/M/MV5BZGQyZmUzMjItM2VjZi00YTAyLWJlZmUtMDIxMzFkZTE0MmExXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Pulp Fiction
368,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,127,7.0,109754,https://images-na.ssl-images-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Maverick
377,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,116,7.3,353904,https://images-na.ssl-images-amazon.com/images/M/MV5BMmUzMmVjZjMtMThkMS00NDRkLWJhYmQtMjcwMmJkY2ExYmQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Speed
569,1994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,119,6.1,10720,https://images-na.ssl-images-amazon.com/images/M/MV5BMjY3NTgxZGItMWU2Mi00OTQ0LTg2OGQtYWI3NzU4MTYxMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Little Big League
590,1990,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,181,8.1,257868,https://images-na.ssl-images-amazon.com/images/M/MV5BMzM1NjVhNGUtY2FhNy00MTQ4LTkyNDAtZWE2YWZhYWQ2YzdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Dances with Wolves
597,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,119,7.1,314366,https://images-na.ssl-images-amazon.com/images/M/MV5BOTczMTNlN2UtMWE2NS00ZTUyLTgzYTQtYTFkNWIzODJkYzIwXkEyXkFqcGdeQXVyNDc2NjEyMw@@..jpg,Pretty Woman
838,1996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,120,6.6,38509,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0Njc0ODk4Ml5BMl5BanBnXkFtZTcwMTg5NDUyMQ@@..jpg,Emma
1030,1977,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,128,6.3,24361,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MjY1OTgzMl5BMl5BanBnXkFtZTcwNzYxOTYwMg@@..jpg,Pete's Dragon
1043,1996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,93,5.8,4857,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYwMzA3Njg2MF5BMl5BanBnXkFtZTcwOTI1NDMzMQ@@..jpg,To Gillian on Her 37th Birthday
1088,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,100,7.0,223469,https://images-na.ssl-images-amazon.com/images/M/MV5BMTEzZTczYjctOGY4Zi00MjFhLWJlMDctZjBiMWU2MDYwZTQ5XkEyXkFqcGdeQXVyNDc2NjEyMw@@..jpg,Dirty Dancing
1101,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,110,6.9,323020,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5ODk1NTI4NV5BMl5BanBnXkFtZTcwNDYzMjI3NA@@..jpg,Top Gun
1188,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,94,7.2,26962,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzZmQxMDUtZjM1ZC00OTYwLWE4MmUtYTUxNzY2MDg0OTRlXkEyXkFqcGdeQXVyMjY3MjUzNDk@..jpg,Strictly Ballroom
1210,1983,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,131,8.3,1015740,https://images-na.ssl-images-amazon.com/images/M/MV5BMDhhZmMyNmItNTc3Ni00MmI3LTlhZWItM2ZiNmUxOTM0YTMxXkEyXkFqcGdeQXVyNjExODE1MDc@..jpg,Star Wars: Episode VI - Return of the Jedi
1380,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,110,7.2,262092,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4OTM0NDEzMl5BMl5BanBnXkFtZTcwODE0ODcyMQ@@..jpg,Grease
1441,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,98,7.2,57394,https://images-na.ssl-images-amazon.com/images/M/MV5BYjBhZDFhYWMtYTA0MS00NTZkLWI2YTAtMGJmZmVlNmE3YmE1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,Benny & Joon
1674,1985,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,112,7.4,93076,https://images-na.ssl-images-amazon.com/images/M/MV5BY2RmZjg1OWYtNGMxZS00Nzc3LTljNTctNTM2NTdkMDg5NGY1XkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,Witness
4,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,124,5.9,10792,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@..jpg,Waiting to Exhale
14,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,192,7.1,30600,https://images-na.ssl-images-amazon.com/images/M/MV5BYWZmNjkzOGItNmI4ZS00MDQ1LThhMzQtOTI3MThjOTI4Njg2XkEyXkFqcGdeQXVyMDUyOTUyNQ@@..jpg,Nixon
16,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,178,8.2,503162,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNzIyMjI1MV5BMl5BanBnXkFtZTgwMjkyMzUzMzE@..jpg,Casino
24,1995,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,111,6.6,30068,https://images-na.ssl-images-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,Powder
25,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,111,7.5,121801,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@..jpg,Leaving Las Vegas
36,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,122,7.5,93730,https://images-na.ssl-images-amazon.com/images/M/MV5BNDE0NTQ1NjQzM15BMl5BanBnXkFtZTYwNDI4MDU5..jpg,Dead Man Walking
39,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,97,6.9,207054,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ2NTQ0NzgtODUzYy00NThlLWFhNDEtNjhkY2M0M2EwY2ZmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,Clueless
42,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119,6.9,21982,https://images-na.ssl-images-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Dead Presidents
110,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,178,8.4,1012612,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU2NzQyNDQ0NV5BMl5BanBnXkFtZTcwNTk4NjIyMQ@@..jpg,Braveheart
111,1976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114,8.3,790388,https://images-na.ssl-images-amazon.com/images/M/MV5BOWM0MTA4NjItMzM3ZS00NDJmLTg3NWItNGE5ODIyOGJhNzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Taxi Driver
151,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,139,6.9,42563,https://images-na.ssl-images-amazon.com/images/M/MV5BYzEyZjQ4NTAtZWIxYy00M2NhLWI5N2EtNmYyNWEzOGE1OTU2XkEyXkFqcGdeQXVyNTIzOTk5ODM@..jpg,Rob Roy
161,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,116,7.3,110588,https://images-na.ssl-images-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,Crimson Tide
163,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,104,7.2,183060,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2ODk5NDU2M15BMl5BanBnXkFtZTcwMDQ0MTMyNA@@..jpg,Desperado
282,1994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112,6.5,29039,https://images-na.ssl-images-amazon.com/images/M/MV5BZWQyYTM5ZjUtNDUwMS00OWEwLTgwMzctMGYyN2UzMThjNmVmXkEyXkFqcGdeQXVyNjc2MzA0NTM@..jpg,Nell
288,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119,7.2,229748,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@..jpg,Natural Born Killers
337,1993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,118,7.8,230977,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5MjMxNzYxOF5BMl5BanBnXkFtZTgwNDQ4MzMzNzE@..jpg,What's Eating Gilbert Grape
349,1994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,141,6.9,97597,https://images-na.ssl-images-amazon.com/images/M/MV5BZWVlYTJjNjEtNzY2Yy00YzA0LWEwMjMtOGFjNjIwYTk1ZDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Clear and Present Danger
393,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,102,4.0,70686,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@..jpg,Street Fighter
465,1993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,140,6.8,14154,https://images-na.ssl-images-amazon.com/images/M/MV5BZjIxM2MwMWMtNjJiMy00ZTI3LTgzYzMtYjBhMWM1YWFlMTVhXkEyXkFqcGdeQXVyNTU1MjgyMjk@..jpg,Heaven & Earth
480,1993,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127,8.2,939953,https://images-na.ssl-images-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,Jurassic Park
508,1993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,125,7.7,237296,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NjA3OTY2Nl5BMl5BanBnXkFtZTgwMjAyNjQxMTE@..jpg,Philadelphia
510,1993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,109,6.1,14587,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNTc0NTAyM15BMl5BanBnXkFtZTgwMTk1ODA5OTE@..jpg,Poetic Justice
524,1993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114,7.5,62238,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MGY0N2ItMjE2Ny00OTkxLTk5MmQtYWQ0Zjc5OGUwMTFmXkEyXkFqcGdeQXVyMTQ4NDY5OTc@..jpg,Rudy
538,1993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112,6.8,20989,https://images-na.ssl-images-amazon.com/images/M/MV5BNGJiNWFlYTMtZTBiZi00ZTVmLWJmZmMtNzEzYzZjNzYzZmRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@..jpg,Six Degrees of Separation
555,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,119,7.9,222184,https://images-na.ssl-images-amazon.com/images/M/MV5BYTY1ZjgzZTEtMmQwOS00NzA4LWJlOTYtNzhjNzMzMWY5NmQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,True Romance
562,1995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,88,7.4,33855,https://images-na.ssl-images-amazon.com/images/M/MV5BMmRjOGVlNmMtMzgzOS00OGVjLWI5Y2MtYzdiOWIyZTFjM2M4XkEyXkFqcGdeQXVyNDEzNjMzNjk@..jpg,Welcome to the Dollhouse
589,1991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,137,8.6,1062771,https://images-na.ssl-images-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,Terminator 2: Judgment Day
650,1996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,123,6.4,4290,https://images-na.ssl-images-amazon.com/images/M/MV5BYWRiNDU4ODUtZDRlOS00YzRhLTk3M2ItNWQ4MGQwYWFlNTllXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,Moll Flanders
1027,1991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,143,6.9,190195,https://images-na.ssl-images-amazon.com/images/M/MV5BYmVlNzcyNDMtYzg2NS00MGI3LTk3ZWItMGM0NDhlMjc0NjkzXkEyXkFqcGdeQXVyMjU0NDExNDg@..jpg,Robin Hood: Prince of Thieves
1265,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,101,8.1,610947,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NTU2NzQyMl5BMl5BanBnXkFtZTcwODk1MjYxMQ@@..jpg,Groundhog Day
1274,1988,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,124,8.0,179993,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NTU5ODYyNl5BMl5BanBnXkFtZTcwMjkzODM1NA@@..jpg,Akira
1277,1990,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,137,7.5,24037,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MzUxODQ0Nl5BMl5BanBnXkFtZTcwNTQyNzEyMQ@@..jpg,Cyrano de Bergerac
1357,1996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,105,7.7,53793,https://images-na.ssl-images-amazon.com/images/M/MV5BMzYwMDQ5MDU4M15BMl5BanBnXkFtZTcwNTMyNTMyMQ@@..jpg,Shine
1393,1996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,139,7.3,258742,https://images-na.ssl-images-amazon.com/images/M/MV5BOGFlNDMxYzctOTEyZS00NmE4LWIwMGYtMTBjMTI2ZjQ5OGU5XkEyXkFqcGdeQXVyMDAyMTY3Nw@@..jpg,Jerry Maguire
1411,1996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,242,7.8,37782,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMzcwMjU4OV5BMl5BanBnXkFtZTgwNzYzMjU2MTE@..jpg,Hamlet
1466,1997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127,7.7,298724,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NjY0Mjk4MV5BMl5BanBnXkFtZTcwNTAzMzUyMQ@@..jpg,Donnie Brasco
1476,1997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,109,6.9,36954,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1MjQzMjQ2MF5BMl5BanBnXkFtZTgwNDY0MjE3MjE@..jpg,Private Parts
